Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote
Senegal,<500 ,<200 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1200,,1100 ,<1000 , 1500,,1400 ,1100 , 1800,,1600 ,1300 , 2100,,1900 ,1500 , 2400,,2200 ,1800 , 2700,,2400 ,2000 , 3000,,2700 ,2200 , 3300,,2900 ,2500 , 3600,,3100 ,2600 , 3800,,3300 ,2800 , 4000,,3400 ,3000 , 4100,,2600 ,2100 , 3200,,1800 ,1500 , 2300,,1700 ,1300 , 2200,,1700 ,1300 , 2200,,1700 ,1400 , 2200,,1900 ,1500 , 2500,,2000 ,1500 , 2600,,1900 ,1500 , 2500,,1700 ,1400 , 2300,,1600 ,1200 , 2100,,1500 ,1200 , 1900,,1300 ,<1000 , 1700,,1100 ,<1000 , 1500,,<1000 ,<1000 , 1300,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1100,
Serbia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Sierra Leone,<1000 ,<500 , 1100,,<1000 ,<500 , 1400,,1000 ,<1000 , 1600,,1200 ,<1000 , 1900,,1400 ,<1000 , 2200,,1600 ,<1000 , 2500,,1900 ,1100 , 2700,,2100 ,1400 , 3000,,2300 ,1600 , 3300,,2500 ,1800 , 3600,,2700 ,2000 , 3800,,3000 ,2300 , 4000,,3400 ,2600 , 4500,,3700 ,2900 , 4800,,4000 ,3200 , 5100,,4100 ,3300 , 5200,,4100 ,3400 , 5200,,4200 ,3400 , 5200,,4100 ,3300 , 5000,,3800 ,3100 , 4700,,3600 ,2900 , 4400,,3400 ,2800 , 4200,,3300 ,2700 , 4100,,3500 ,2800 , 4200,,3600 ,3000 , 4400,,3400 ,2800 , 4200,,3200 ,2600 , 3900,,2900 ,2300 , 3600,,2700 ,2100 , 3400,,2600 ,2000 , 3300,,2500 ,1900 , 3200,,2300 ,1800 , 3000,,2100 ,1700 , 2700,,1800 ,1400 , 2400,
Singapore,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Slovakia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Slovenia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Somalia,<1000 ,<500 , 1000,,<1000 ,<500 , 1200,,<1000 ,<500 , 1300,,<1000 ,<1000 , 1500,,1100 ,<1000 , 1700,,1200 ,<1000 , 1900,,1400 ,<1000 , 2100,,1500 ,1100 , 2200,,1700 ,1200 , 2300,,1800 ,1300 , 2400,,1900 ,1400 , 2500,,2000 ,1500 , 2600,,2000 ,1600 , 2600,,2000 ,1600 , 2600,,2000 ,1700 , 2600,,2000 ,1700 , 2500,,2000 ,1600 , 2400,,1900 ,1600 , 2300,,1800 ,1500 , 2200,,1600 ,1400 , 2000,,1500 ,1300 , 1900,,1400 ,1200 , 1700,,1300 ,1000 , 1500,,1100 ,<1000 , 1400,,1100 ,<1000 , 1300,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,
South Africa,10 000 ,9200 , 12 000,,16 000 ,14 000 , 19 000,,24 000 ,21 000 , 28 000,,34 000 ,31 000 , 40 000,,48 000 ,42 000 , 56 000,,65 000 ,57 000 , 75 000,,84 000 ,74 000 , 98 000,,110 000 ,93 000 , 120 000,,130 000 ,120 000 , 150 000,,160 000 ,140 000 , 180 000,,180 000 ,160 000 , 210 000,,200 000 ,180 000 , 230 000,,230 000 ,200 000 , 260 000,,250 000 ,220 000 , 280 000,,260 000 ,230 000 , 300 000,,260 000 ,220 000 , 290 000,,250 000 ,220 000 , 290 000,,240 000 ,200 000 , 270 000,,210 000 ,170 000 , 250 000,,180 000 ,140 000 , 220 000,,150 000 ,120 000 , 180 000,,120 000 ,94 000 , 150 000,,98 000 ,77 000 , 130 000,,82 000 ,67 000 , 100 000,,71 000 ,58 000 , 91 000,,67 000 ,55 000 , 85 000,,67 000 ,55 000 , 84 000,,65 000 ,54 000 , 80 000,,61 000 ,51 000 , 75 000,,57 000 ,48 000 , 71 000,,55 000 ,46 000 , 68 000,,52 000 ,43 000 , 65 000,,51 000 ,42 000 , 63 000,,50 000 ,42 000 , 64 000,
South Sudan,1200 ,<500 , 2400,,1600 ,<1000 , 3000,,2100 ,<1000 , 3600,,2500 ,1100 , 4300,,3100 ,1500 , 5100,,3700 ,2000 , 5800,,4300 ,2400 , 6500,,5000 ,2800 , 7300,,5500 ,3200 , 7900,,6300 ,3900 , 8800,,7100 ,4400 , 9700,,7800 ,4900 , 11 000,,8500 ,5500 , 12 000,,9200 ,6000 , 13 000,,9800 ,6700 , 13 000,,10 000 ,7200 , 14 000,,11 000 ,7900 , 15 000,,12 000 ,8500 , 16 000,,12 000 ,9100 , 16 000,,12 000 ,9300 , 16 000,,12 000 ,9500 , 17 000,,13 000 ,9900 , 17 000,,13 000 ,10 000 , 18 000,,13 000 ,10 000 , 18 000,,13 000 ,10 000 , 18 000,,12 000 ,8800 , 16 000,,11 000 ,8400 , 15 000,,10 000 ,7600 , 14 000,,8500 ,6200 , 12 000,,7700 ,5300 , 11 000,,7300 ,5000 , 10 000,,6700 ,4500 , 9500,,6400 ,4100 , 8900,,5600 ,3500 , 8200,
Spain,2400 ,1900 , 3100,,3100 ,2400 , 3900,,3800 ,3000 , 4800,,4600 ,3600 , 5700,,5300 ,4200 , 6600,,6100 ,4800 , 7400,,5200 ,4000 , 6400,,3800 ,2900 , 4900,,3200 ,2300 , 4100,,2900 ,2100 , 3600,,2700 ,1900 , 3300,,2500 ,1800 , 3000,,2300 ,1700 , 2800,,2200 ,1700 , 2600,,2000 ,1600 , 2500,,1900 ,1500 , 2300,,1800 ,1400 , 2100,,1600 ,1300 , 1900,,1500 ,1100 , 1800,,1300 ,<1000 , 1600,,1100 ,<1000 , 1300,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,
Sri Lanka,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<200 ,<200 , <500,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<100 , <200,,<100 ,<100 , <100,
Sudan,<500 ,<200 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1400,,<1000 ,<1000 , 1500,,1100 ,<1000 , 1700,,1200 ,<1000 , 1900,,1300 ,<1000 , 2000,,1400 ,<1000 , 2100,,1500 ,1100 , 2200,,1600 ,1200 , 2300,,1600 ,1200 , 2300,,1600 ,1200 , 2300,,1600 ,1200 , 2300,,1700 ,1200 , 2400,,1600 ,1200 , 2300,,1600 ,1100 , 2300,,1700 ,1200 , 2400,,1800 ,1300 , 2500,,1800 ,1300 , 2600,,1900 ,1300 , 2600,,1900 ,1400 , 2700,,1900 ,1300 , 2700,,1800 ,1200 , 2600,,1800 ,1200 , 2600,,1800 ,1200 , 2700,,1800 ,1200 , 2800,,1900 ,1200 , 3000,,2100 ,1300 , 3400,,2300 ,1500 , 3700,
Suriname,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <200,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,
Sweden,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Switzerland,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <500,,<500 ,<200 , <500,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Syrian Arab Republic,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Tajikistan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,
Thailand,2800 ,2300 , 3300,,5900 ,4900 , 6900,,10 000 ,8600 , 12 000,,16 000 ,13 000 , 18 000,,22 000 ,19 000 , 25 000,,28 000 ,24 000 , 33 000,,36 000 ,31 000 , 41 000,,43 000 ,37 000 , 49 000,,49 000 ,43 000 , 57 000,,55 000 ,48 000 , 63 000,,61 000 ,53 000 , 69 000,,65 000 ,57 000 , 74 000,,68 000 ,59 000 , 76 000,,68 000 ,59 000 , 77 000,,64 000 ,56 000 , 73 000,,56 000 ,49 000 , 64 000,,48 000 ,41 000 , 56 000,,44 000 ,38 000 , 52 000,,41 000 ,34 000 , 48 000,,38 000 ,32 000 , 45 000,,35 000 ,30 000 , 42 000,,32 000 ,27 000 , 38 000,,29 000 ,24 000 , 36 000,,28 000 ,23 000 , 34 000,,26 000 ,21 000 , 32 000,,24 000 ,20 000 , 30 000,,22 000 ,18 000 , 27 000,,21 000 ,16 000 , 26 000,,19 000 ,15 000 , 24 000,,17 000 ,13 000 , 22 000,,16 000 ,12 000 , 21 000,,14 000 ,11 000 , 19 000,,13 000 ,10 000 , 18 000,,12 000 ,9100 , 16 000,
Timor-Leste,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Togo,<1000 ,<500 , 1000,,<1000 ,<1000 , 1400,,1300 ,<1000 , 1900,,1800 ,1300 , 2500,,2200 ,1700 , 2900,,2900 ,2200 , 3800,,3600 ,2700 , 4700,,4400 ,3400 , 5800,,5200 ,4100 , 6800,,6100 ,4700 , 7900,,6900 ,5400 , 8900,,7600 ,6000 , 9900,,8300 ,6600 , 11 000,,8700 ,7000 , 11 000,,8800 ,7000 , 11 000,,8600 ,6700 , 11 000,,8300 ,6500 , 11 000,,8600 ,6700 , 11 000,,8400 ,6500 , 11 000,,7700 ,5900 , 10 000,,6600 ,5000 , 9000,,5700 ,4200 , 7800,,5400 ,4000 , 7600,,5300 ,3900 , 7400,,5200 ,3800 , 7200,,4800 ,3500 , 6700,,4300 ,3200 , 6000,,4100 ,3100 , 5600,,3600 ,2800 , 5000,,3100 ,2400 , 4400,,2800 ,2100 , 3900,,2500 ,1900 , 3700,,2300 ,1700 , 3400,,2300 ,1700 , 3400,
Trinidad and Tobago,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Tunisia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,
Turkmenistan,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Türkiye,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Uganda,56 000 ,47 000 , 68 000,,63 000 ,54 000 , 75 000,,68 000 ,60 000 , 80 000,,74 000 ,64 000 , 85 000,,78 000 ,69 000 , 90 000,,81 000 ,72 000 , 93 000,,84 000 ,76 000 , 96 000,,86 000 ,78 000 , 97 000,,88 000 ,80 000 , 98 000,,88 000 ,81 000 , 98 000,,89 000 ,82 000 , 99 000,,89 000 ,82 000 , 99 000,,87 000 ,81 000 , 96 000,,85 000 ,80 000 , 94 000,,80 000 ,74 000 , 88 000,,70 000 ,65 000 , 79 000,,68 000 ,63 000 , 77 000,,68 000 ,63 000 , 77 000,,63 000 ,58 000 , 72 000,,58 000 ,52 000 , 67 000,,53 000 ,48 000 , 62 000,,48 000 ,43 000 , 57 000,,45 000 ,39 000 , 54 000,,39 000 ,33 000 , 48 000,,34 000 ,30 000 , 43 000,,30 000 ,26 000 , 39 000,,29 000 ,23 000 , 38 000,,27 000 ,21 000 , 35 000,,24 000 ,19 000 , 32 000,,22 000 ,17 000 , 29 000,,21 000 ,16 000 , 28 000,,21 000 ,15 000 , 28 000,,21 000 ,16 000 , 28 000,,20 000 ,15 000 , 27 000,
